asset,nct_id,phase,status,primary_completion,conditions,arm_role,sponsor_raw,company_name,ticker
tezepelumab,NCT07013123,PHASE3,NOT_YET_RECRUITING,2029-08-18,Severe Asthma; Allergy to House Dust Mites,experimental,"University Hospital, Montpellier",,
tezepelumab,NCT07302516,PHASE3,NOT_YET_RECRUITING,2028-12,Asthma,experimental,"Qilu Pharmaceutical Co., Ltd.",,
tezepelumab,NCT07363642,PHASE3,RECRUITING,2027-08-07,Severe Asthma,experimental,AstraZeneca,ASTRAZENECA PLC,AZN
tirzepatide,NCT05556512,PHASE3,ACTIVE_NOT_RECRUITING,2027-10,Obesity; Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06075667,PHASE3,ACTIVE_NOT_RECRUITING,2026-06-02,Obesity; Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06439277,PHASE3,RECRUITING,2027-10,Obesity; Weight Gain,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06662383,PHASE3,ACTIVE_NOT_RECRUITING,2026-12,Obesity,active_comparator,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06914895,PHASE3,ACTIVE_NOT_RECRUITING,2026-11,Type 1 Diabetes; Obesity; Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06937086,PHASE3,RECRUITING,2028-04,Ulcerative Colitis; Obesity or Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06937099,PHASE3,RECRUITING,2028-05,Crohn's Disease; Obesity or Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT06962280,PHASE3,ACTIVE_NOT_RECRUITING,2026-11,Type 1 Diabetes; Obesity; Overweight,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT07165028,PHASE3,RECRUITING,2030-08,Metabolic Dysfunction-Associated Steatotic Liver Disease,experimental,Eli Lilly and Company,ELI LILLY & Co,LLY
tirzepatide,NCT07481747,PHASE3,RECRUITING,2027-02-14,Obesity; Overweight (Without Type 2 Diabetes) With Weight-related Comorbidities,experimental,Hudson Biotech,,
tisagenlecleucel,NCT04094311,PHASE3,RECRUITING,2027-03-31,B-cell Acute Lymphoblastic Leukemia; Diffuse Large B-cell Lymphoma,experimental,Novartis Pharmaceuticals,NOVARTIS AG,NVS
tisagenlecleucel,NCT05888493,PHASE3,ACTIVE_NOT_RECRUITING,2028-07-25,Follicular Lymphoma (FL),experimental,Novartis Pharmaceuticals,NOVARTIS AG,NVS
tocilizumab,NCT04408638,PHASE3,ACTIVE_NOT_RECRUITING,2028-03-31,Diffuse Large B-cell Lymphoma,experimental,Hoffmann-La Roche,,
tocilizumab,NCT04888221,PHASE3,ACTIVE_NOT_RECRUITING,2025-01-29,Giant Cell Arteritis; Neurovascular Disorder,experimental,Assistance Publique - Hôpitaux de Paris,,
tocilizumab,NCT05171647,PHASE3,ACTIVE_NOT_RECRUITING,2025-02-17,Non-Hodgkin Lymphoma,experimental,Hoffmann-La Roche,,
tocilizumab,NCT06084936,PHASE3,RECRUITING,2027-08-31,Lymphoma,experimental,Hoffmann-La Roche,,
tocilizumab,NCT07570173,PHASE2;PHASE3,RECRUITING,2033-10-18,B-cell Acute Lymphoblastic Leukemia,experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
tofacitinib,NCT04624230,PHASE3,ACTIVE_NOT_RECRUITING,2027-04-14,Ulcerative Colitis,experimental,Pfizer,PFIZER INC,PFE
tofacitinib,NCT06020144,PHASE3,ACTIVE_NOT_RECRUITING,2026-01-15,Rheumatoid Arthritis,active_comparator,"Hangzhou Highlightll Pharmaceutical Co., Ltd",,
tradipitant,NCT07446439,PHASE3,RECRUITING,2026-12-01,Nausea and Vomiting; Obesity,experimental,Vanda Pharmaceuticals,Vanda Pharmaceuticals Inc.,VNDA
tulisokibart,NCT06052059,PHASE3,ACTIVE_NOT_RECRUITING,2026-08-01,Ulcerative Colitis,experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
tulisokibart,NCT06052059,PHASE3,ACTIVE_NOT_RECRUITING,2026-08-01,Ulcerative Colitis,experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
tulisokibart,NCT06430801,PHASE3,RECRUITING,2028-10-30,Crohn's Disease,experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
tulisokibart,NCT06430801,PHASE3,RECRUITING,2028-10-30,Crohn's Disease,experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
tulisokibart,NCT06651281,PHASE3,RECRUITING,2037-12-17,"Crohn Disease; Colitis, Ulcerative",experimental,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",MRK
utomilumab,NCT05059522,PHASE3,ACTIVE_NOT_RECRUITING,2026-12-31,Advanced Malignancies; NSCLC; Ovarian Cancer; Urothelial Cancer; Solid Tumors,experimental,Pfizer,PFIZER INC,PFE
vepdegestrant,NCT05654623,PHASE3,ACTIVE_NOT_RECRUITING,2025-01-31,Advanced Breast Cancer,experimental,Pfizer,PFIZER INC,PFE
vepdegestrant,NCT05909397,PHASE3,ACTIVE_NOT_RECRUITING,2026-12-30,Breast Cancer,experimental,Pfizer,PFIZER INC,PFE
zanidatamab,NCT05152147,PHASE3,ACTIVE_NOT_RECRUITING,2026-07-31,Gastric Neoplasms; Gastroesophageal Adenocarcinoma; Esophageal Adenocarcinoma,experimental,Jazz Pharmaceuticals,Jazz Pharmaceuticals plc,JAZZ
zanidatamab,NCT05615818,PHASE3,RECRUITING,2027-06,Biliary Tract Neoplasms,experimental,UNICANCER,,
zanidatamab,NCT06282575,PHASE3,RECRUITING,2028-12-01,Biliary Tract Cancer,experimental,Jazz Pharmaceuticals,Jazz Pharmaceuticals plc,JAZZ
zanidatamab,NCT06435429,PHASE3,RECRUITING,2028-04-28,Metastatic HER2-positive Breast Cancer,experimental,Jazz Pharmaceuticals,Jazz Pharmaceuticals plc,JAZZ
zanubrutinib,NCT03336333,PHASE3,ACTIVE_NOT_RECRUITING,2021-05-07,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,experimental,BeiGene,,
zanubrutinib,NCT04002297,PHASE3,ACTIVE_NOT_RECRUITING,2027-03,Mantle Cell Lymphoma; Non-Hodgkin Lymphoma,experimental,BeOne Medicines,BeOne Medicines Ltd.,ONC
zanubrutinib,NCT04170283,PHASE3,ACTIVE_NOT_RECRUITING,2027-11,B-cell Malignancies,experimental,BeiGene,,
zanubrutinib,NCT04662255,PHASE3,ACTIVE_NOT_RECRUITING,2027-01,"Lymphoma, Mantle-Cell",active_comparator,"Loxo Oncology, Inc.",,
zanubrutinib,NCT05100862,PHASE3,ACTIVE_NOT_RECRUITING,2028-07,Relapsed/Refractory Follicular Lymphoma; Marginal Zone Lymphoma,experimental,BeOne Medicines,BeOne Medicines Ltd.,ONC
zanubrutinib,NCT06073821,PHASE3,ACTIVE_NOT_RECRUITING,2032-02,CLL,experimental,BeOne Medicines,BeOne Medicines Ltd.,ONC
zanubrutinib,NCT06742996,PHASE3,RECRUITING,2028-08-31,Mantle Cell Lymphoma; B Cell Lymphoma,experimental,BeOne Medicines,BeOne Medicines Ltd.,ONC
zanubrutinib,NCT07277231,PHASE3,RECRUITING,2031-02,Chronic Lymphocytic Leukemia,experimental,BeOne Medicines,BeOne Medicines Ltd.,ONC
zanubrutinib,NCT07377578,PHASE3,RECRUITING,2031-05-30,Mantle Cell Lymphoma,active_comparator,Guangzhou Lupeng Pharmaceutical Company LTD.,,
zasocitinib,NCT06323356,PHASE3,ACTIVE_NOT_RECRUITING,2025-10-15,Generalized Pustular Psoriasis; Erythrodermic Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT06550076,PHASE3,ACTIVE_NOT_RECRUITING,2029-08-05,Plaque Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT06671483,PHASE3,RECRUITING,2027-05-18,Psoriatic Arthritis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT06671496,PHASE3,RECRUITING,2027-05-18,Psoriatic Arthritis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT07250802,PHASE3,RECRUITING,2033-01-24,Plaque Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT07250802,PHASE3,RECRUITING,2033-01-24,Plaque Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT07250802,PHASE3,RECRUITING,2033-01-24,Plaque Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT07250802,PHASE3,RECRUITING,2033-01-24,Plaque Psoriasis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
zasocitinib,NCT07286058,PHASE3,RECRUITING,2029-12-18,Psoriatic Arthritis,experimental,Takeda,TAKEDA PHARMACEUTICAL CO LTD,TAK
ziltivekimab,NCT05636176,PHASE3,ACTIVE_NOT_RECRUITING,2027-07-02,Heart Failure,experimental,Novo Nordisk A/S,NOVO NORDISK A S,NVO
ziltivekimab,NCT06200207,PHASE3,RECRUITING,2026-10-01,Heart Failure; Systemic Inflammation,active_comparator,Novo Nordisk A/S,NOVO NORDISK A S,NVO
ziltivekimab,NCT07276282,PHASE3,RECRUITING,2028-09-01,Coronary Artery Disease; Acute Myocardial Infarction (AMI); Coronary Atherosclerosis of Native Coronary Artery,experimental,ECRI bv,,
ziltivekimab,NCT07301034,PHASE3,RECRUITING,2028-11-14,Myocardial Infarction,experimental,Novo Nordisk A/S,NOVO NORDISK A S,NVO
zodasiran,NCT07037771,PHASE3,RECRUITING,2027-08-20,Homozygous Familial Hypercholesterolemia,experimental,Arrowhead Pharmaceuticals,"ARROWHEAD PHARMACEUTICALS, INC.",ARWR
zodasiran,NCT07473843,PHASE3,NOT_YET_RECRUITING,2028-07,Homozygous Familial Hypercholesterolemia,experimental,Arrowhead Pharmaceuticals,"ARROWHEAD PHARMACEUTICALS, INC.",ARWR
